YEAR,T2M,QV2M,RH2M,PRECTOTCORR
2016,10.2,7.75,92.25,0.11
2016,10.06,5.07,63.75,0.01
2016,10.3,5.86,70.44,0
2016,10.98,5.92,71.19,0
2016,12.17,7.08,74.25,9.75
2016,7,5.98,87.19,9.54
2016,2.91,3.66,74.81,0.02
2016,4.82,2.32,47.69,0
2016,5.45,2.2,40.5,0
2016,7.55,2.32,36.31,0
2016,9.91,3.17,40.94,0.33
2016,8.58,4.7,64.62,0.21
2016,7.22,5.55,81.56,24.79
2016,2.98,4.52,88.69,0.93
2016,2.04,3.05,67.19,0.01
2016,3.84,2.44,48.38,0
2016,6.53,3.17,51.88,0
2016,9.83,3.85,49.56,0
2016,11.61,3.54,40.94,0
2016,9.55,5.62,71.38,9.45
2016,5.49,5.55,91.44,9.08
2017,1.98,4.33,91.88,0.05
2017,3.69,4.03,76.12,0
2017,5.51,5,83.88,0.04
2017,7.25,6.71,96.69,13.39
2017,7.97,7.08,97.81,9.9
2017,5.27,3.17,56.75,1.73
2017,6.51,4.58,68.62,8.42
2017,12.41,5.68,60.06,4.35
2017,9.49,7.32,91.62,14.64
2017,7.82,6.23,88.31,1.74
2017,8.49,6.53,88.19,3.37
2017,5.58,5.8,94.75,8.07
2017,5.68,5,83.38,1.23
2017,6.23,4.94,81.19,0.02
2017,6,4.82,79.62,0
2017,7.23,3.97,62.31,0
2017,8.05,2.99,42.38,0
2017,7.21,3.85,57.69,2.53
2017,6.66,5.86,89.12,8.19
2017,5.26,5.62,93.31,17.94
2017,5.32,5.13,86,0.96
2017,6.44,5.74,88.62,13.33
2017,3.84,5.07,93.25,5.83
2017,3.42,4.09,81.75,0.02
2017,2.65,4.03,83.69,0
2017,3.49,3.54,71.69,0
2017,4.94,2.87,52.56,0
2017,7.83,3.48,51.06,0
2017,10.76,3.72,43.12,0
2017,11.86,4.58,50.25,0
2017,13.26,4.58,45.62,0
2017,12,4.52,49.88,0
2017,10.98,6.23,69.94,1.85
2017,10.41,7.57,89.56,2.68
2017,8.99,6.9,90.19,0.05
2017,9.44,6.65,85,0.85
2017,9.78,6.9,85.31,9.46
2017,11.7,8.67,94,5.59
2017,13.87,8.48,80.19,0.2
2017,15.33,6.9,60.25,0.04
2017,10.96,7.45,84.69,14.39
2017,8.27,6.47,89.06,0.69
2017,9.41,5.62,74.38,0.01
2017,10.87,5.55,66.12,0
2017,13.33,5.8,60.62,0
2017,13.89,5.25,51.25,0
2017,12.58,5.92,61.38,6.17
2017,8.47,6.35,83.81,18.8
2017,8.21,6.41,86.94,0.71
2017,8.07,6.23,87.12,3.64
2017,10.29,7.26,86.88,3.58
2017,9.26,7.32,93.25,0.81
2017,6.4,5.55,87.31,0.11
2017,1.89,3.85,84,0.02
2017,3.35,3.42,68.94,0
2017,4.46,3.11,56.38,0
2017,4.97,4.52,77.94,0.41
2017,5.14,5.19,87.19,0.45
2017,4.68,4.46,80.31,0
2017,8.81,4.09,57.38,0
2017,10.62,4.03,50.56,0
2017,12.43,4.03,43.06,0
2017,12.05,4.94,54.75,0.01
2017,4.6,4.94,86,1.91
2017,3.49,3.78,75.56,0.02
2017,8.29,5,72.06,0
2017,11.05,6.59,77.75,0
2017,14.61,7.14,68.19,0
2017,14.76,7.39,68.38,0
2017,14.82,8.06,76.12,0
2017,15.63,7.93,72.31,0
2017,18.58,6.9,51.62,0
2017,20.33,6.77,43.62,0
2017,18.73,7.45,54.06,0
2017,14.61,8.24,75,0
2017,18.02,8.36,65.56,0
2017,17.81,6.35,50,0
2017,17.94,6.41,49.38,0
2017,14.23,6.59,61.88,0.01
2017,12.83,8.3,83.5,2.14
2017,9.86,6.65,82.88,3.09
2017,7.69,5.8,84.38,0.25
2017,10.8,6.04,73.62,0.61
2017,10.2,7.14,86.62,2.69
2017,9.83,6.59,83.25,0.18
2017,8.65,6.29,84.31,0.34
2017,11.01,5.74,71.12,0
2017,13.99,7.2,71.56,0
2017,10.47,6.77,79.25,0.11
2017,9.22,5.19,70.19,0.01
2017,13.82,5.74,59.62,0
2017,15.31,6.16,55.19,0
2017,13.18,7.14,72.88,0
2017,16.27,5.25,48.94,0
2017,19.12,6.04,43.44,0
2017,16.97,5.37,44.19,0.03
2017,15.8,6.77,56.56,4.51
2017,9.51,5.86,75.19,0.43
2017,8.6,4.21,63.25,0
2017,11.62,4.82,58.12,0
2017,13.22,5.74,59.5,0
2017,14.53,6.84,66.5,0
2017,11.42,6.41,73.19,0.09
2017,8.93,5,70.25,0
2017,14.97,5.07,53.69,0
2017,16.59,5.25,46.62,0
2017,14.85,7.02,62.81,0.45
2017,12.7,8.3,84.62,6.93
2017,14.16,6.9,68.94,0.04
2017,12.55,5.62,62.69,0
2017,16.86,6.35,57.06,0
2017,19.48,7.08,51.56,0
2017,14.22,7.02,68.5,0
2017,12.9,6.65,70.31,0
2017,12.21,6.65,73,0
2017,15.01,8.42,76.19,0
2017,14.88,7.08,65.81,0
2017,12.83,5.98,63.88,0
2017,16.06,3.6,34.31,0
2017,18.46,5.31,43.31,0
2017,19.69,7.57,53.06,0
2017,22.49,8.54,50.44,0
2017,25.46,8.48,44.5,0
2017,25.9,8.48,42.81,0
2017,19.28,7.81,53.69,0
2017,10.99,5.68,66.69,0.16
2017,11.5,4.64,57.94,3.64
2017,14.83,5.98,55.25,0.02
2017,18.26,8,60.94,0
2017,17.46,8.73,68.69,0.01
2017,17.25,8.3,67,0.01
2017,13.11,6.35,66.31,0
2017,11.94,4.52,55.38,0
2017,11.65,4.82,57.94,0
2017,10.77,5.86,69.88,0.03
2017,13,5.68,61,0
2017,12.69,5.98,64.81,0.1
2017,16.83,4.82,43.12,0
2017,20.6,4.15,29.44,0
2017,23.63,5.31,31.06,0
2017,24.35,5.86,31.62,0
2017,26.59,5.49,27.56,0
2017,27.91,5.62,26.12,0
2017,23.48,5.49,30.5,0
2017,18.39,6.35,47.25,0
2017,14.72,7.08,65.5,0.01
2017,20.08,6.41,49.69,0
2017,23.55,6.1,40.25,0
2017,24.55,6.23,35.31,0
2017,22.36,6.35,38.12,0
2017,18.11,6.96,51.5,0.1
2017,19.43,8.48,60.25,0.07
2017,24.9,6.35,38.38,0
2017,27.25,6.04,28.56,0
2017,23.6,5.98,33.75,0
2017,23.74,4.03,23,0
2017,24.02,4.52,26.81,0
2017,22.95,5.43,33.94,0
2017,19.63,5.55,42.62,0
2017,18.71,8.73,63.44,0
2017,15.01,5.98,55.81,0
2017,12.9,5.19,56.19,0.05
2017,13.93,5.13,52.88,0.01
2017,18.06,5.31,43.44,0
2017,23.22,5.98,34.62,0
2017,23.83,5.49,30.62,0
2017,26.97,6.71,32.81,0
2017,28.58,9.46,37.62,0
2017,32.93,8.12,27.94,0
2017,33.14,7.69,26.06,0
2017,32.71,7.87,24.62,0
2017,31.48,7.75,26.25,0
2017,31.72,8.54,28.56,0
2017,30.47,7.32,27.69,0
2017,30.5,8,29.06,0
2017,29.7,6.77,26.44,0.06
2017,28.37,4.15,17.69,0
2017,25.71,5.13,26.25,0
2017,24.39,5.86,32.75,0
2017,24.18,4.09,22.19,0
2017,27.11,4.88,23.06,0
2017,25.92,4.76,22.88,0
2017,25.91,5.68,28.62,0
2017,26.87,5.68,27.25,0
2017,28.59,4.82,21.25,0
2017,29.29,5.74,22,0
2017,30.48,6.96,25.31,0
2017,31.83,5.55,19.06,0
2017,32.98,5.49,17.19,0
2017,33.23,4.46,13.81,0.02
2017,29.79,4.94,18.69,0.03
2017,28.87,6.29,25,0
2017,27.62,5.13,21.94,0
2017,28.05,5.8,24.44,0
2017,29.45,5.86,22.12,0
2017,29.43,4.7,19.12,0
2017,30.94,4.94,16.5,0
2017,30.4,5,18.25,0
2017,28.65,4.15,17.69,0
2017,27.42,3.42,14.69,0
2017,25.81,4.46,20.81,0
2017,25.34,5.68,27.88,0
2017,28.87,4.03,17.69,0
2017,30.25,5.19,18.81,0
2017,28.75,6.77,26,0
2017,28.94,7.63,29.44,0
2017,28.41,8.79,36.44,0
2017,28.48,7.87,32,0
2017,28.89,6.77,28.56,0
2017,28.64,6.71,28.75,0
2017,27.89,5.74,25.62,0
2017,29.36,5.13,19.62,0
2017,33.39,6.53,21,0
2017,30.11,9.89,34.62,0.24
2017,27.53,9.22,38.25,0.05
2017,27.01,10.13,44.12,0.03
2017,27.38,7.45,31.75,0.01
2017,26.65,8.67,38.69,0.02
2017,26.13,6.65,31.62,0
2017,26.07,5.98,28.06,0
2017,26.23,6.23,29.44,0
2017,26.36,7.39,35.25,0
2017,27.26,5.68,26.19,0
2017,27.37,4.33,18.56,0
2017,25.69,4.33,21.25,0
2017,23.34,7.2,40.25,0
2017,20.23,7.81,52.06,0
2017,23.09,7.26,43.38,0
2017,26.42,7.32,35.94,0
2017,27.58,7.32,33.69,0
2017,26.57,8.42,38.81,0
2017,26.49,8.67,42.56,0.02
2017,27.4,7.14,36.19,0.01
2017,28,6.1,29.31,0
2017,27.84,7.2,31.38,0
2017,28.12,7.45,33.25,0
2017,30.18,5.98,23.62,0
2017,30.97,5.62,21.69,0.01
2017,31.46,5.86,21.19,0
2017,33.64,5.98,18.88,0
2017,33.87,6.84,20,0
2017,33.19,8.3,25.56,0.07
2017,32.38,8.85,29.56,0.4
2017,33.42,8.3,26.75,0.02
2017,35.04,6.35,19,0
2017,32.76,8.48,26.75,0.3
2017,30.33,12.63,46.38,2.13
2017,28.51,11.6,47.69,0
2017,26.5,9.28,43.62,0.01
2017,25.33,7.32,36.44,0
2017,25.76,6.47,32.81,0
2017,25.94,6.96,32.88,0.01
2017,28.21,7.32,31.31,0.71
2017,28.94,10.74,41.19,0.59
2017,27.7,9.22,40.31,0.01
2017,23.96,7.45,43.81,0.06
2017,18.83,10.01,70.5,2.11
2017,18.19,7.63,57.12,0
2017,21.75,4.94,33.56,0
2017,20.55,7.45,48.19,0
2017,19.89,6.04,43.06,0
2017,16.73,7.51,61.75,0
2017,16.62,7.14,58.31,0
2017,13.87,6.16,60.69,0.83
2017,12.64,4.46,49.25,0
2017,14.65,4.27,40.75,0
2017,18,3.78,30.19,0
2017,19.62,3.48,25.25,0
2017,22.28,3.54,21.19,0
2017,23.14,3.54,21.06,0
2017,24.01,4.27,23.31,0
2017,23.17,4.7,26.5,0
2017,18.98,6.29,43.56,0
2017,16.77,5.31,44,0
2017,14.75,3.36,31.88,0
2017,13.98,3.85,37.62,0
2017,16.49,3.6,33.31,0
2017,17.4,2.99,25.06,0
2017,21.43,2.5,17.69,0
2017,21.94,2.69,16.56,0
2017,17.86,3.97,29.88,0
2017,17.61,1.4,11.88,0
2017,18.39,1.4,10.75,0
2017,18.17,3.36,25.44,0
2017,14.23,3.23,32.94,0
2017,13.57,2.08,21.88,0
2017,17.77,2.32,20.38,0
2017,20.33,1.1,7.75,0
2017,21.71,1.46,9.12,0
2017,23.31,2.38,12.75,0
2017,20.83,3.42,21.62,0
2017,17,4.7,39,0
2017,12.1,5.92,63.94,0.17
2017,12.8,4.09,48.56,0
2017,18.05,3.91,31.75,0
2017,22.4,3.66,24.94,0
2017,25.65,3.54,18.81,0
2017,24.23,3.48,18.88,0
2017,23.08,4.94,27.94,0
2017,23.02,4.33,25.5,0
2017,23.34,4.09,24.62,0
2017,20.79,4.46,30.06,0
2017,13.89,8,75.62,0
2017,13.74,7.2,72.88,0
2017,13.44,7.2,72.75,0
2017,12.37,7.75,81.31,0
2017,11.97,6.41,71.06,0.02
2017,12.66,6.84,72.31,0.07
2017,10.26,6.35,77.62,0.1
2017,10.03,3.23,43.25,0
2017,13.4,2.93,29.12,0
2017,15.7,5.68,47.5,0.03
2017,13.03,7.63,78.88,0.02
2017,12.45,7.2,76.06,0
2017,12.55,5.07,58.94,0
2017,10.9,4.82,56.31,0
2017,11.19,4.21,53,0
2017,12.96,5.68,58.06,0
2017,15.74,5.49,51.94,0
2017,16.44,6.35,52.81,0.66
2017,11.5,7.39,81.25,1.11
2017,11.22,1.83,24.81,0
2017,12.83,1.83,20.25,0
2017,12.87,3.05,30.44,0
2017,19.08,5.13,37.94,0
2017,21.45,5.49,35.44,0
2017,20.3,5.86,40.31,0
2017,14.59,7.26,68.06,0
2017,20.08,4.52,31.75,0
2017,18.73,4.27,31.38,0.15
2017,8.98,5.37,70,2.84
2017,10.83,2.93,39.31,0
2017,12.04,2.87,35.12,0
2017,12.23,2.99,35,0
2017,13.4,3.42,35.5,0
2017,14.84,3.23,29.88,0
2017,8.75,4.09,54.56,0
2017,6.99,1.59,28.5,0
2017,6.43,1.34,24.5,0
2017,10.56,1.95,24.69,0
2017,11.82,1.77,21.81,0
2017,13.71,2.2,22.81,0
2017,14.13,1.71,18.44,0
2017,13.92,1.34,14.38,0
2017,14.41,1.46,14.44,0
2017,13.54,1.59,16.38,0
2017,13.03,1.71,18.19,0
2017,14.55,1.77,18.75,0
2017,13.96,1.77,17.69,0
2017,8.12,4.46,63.12,0
2017,7.76,1.83,30.56,0
2017,9.8,1.53,19.56,0
2017,10.49,1.65,20.44,0
2017,4.88,3.6,64.19,0.95
2017,3.98,2.26,49.88,0
2017,7.46,0.98,15.25,0
2017,9.54,1.04,14,0
2017,12.7,1.1,12.69,0
2017,10.92,2.44,27.06,0
2017,12.48,4.03,43.25,0
2017,11.89,4.15,48.75,0
2017,13.98,2.75,29.88,0
2017,15.14,2.01,19.25,0
2017,15.25,1.71,15.94,0
2017,15.04,1.4,12.56,0
2018,15.47,1.89,16.5,0
2018,15.37,2.14,19,0
2018,14.01,1.95,19.19,0.27
2018,14.45,5.31,47.31,0.18
2018,13.41,7.93,79.12,1.33
2018,12.37,8.18,85.94,0.36
2018,13.98,5.68,58.62,0.2
2018,11.87,6.29,67,9.37
2018,9.9,6.29,76.81,13.46
2018,7.82,6.53,92.44,1.88
2018,10.69,6.1,75.5,0.03
2018,9.65,5.86,75.06,0
2018,12.83,4.03,44.38,0
2018,14.05,4.39,43.19,0
2018,14.44,4.39,42.31,0
2018,11.59,4.64,52,0
2018,13.74,5,50.06,0
2018,13.98,5,50.75,0.01
2018,6.94,6.1,91,4.38
2018,3.46,4.21,81.81,0.09
2018,4.8,3.36,62.38,0
2018,7.33,3.91,58.81,0
2018,10.54,3.85,50.88,0
2018,10.55,3.42,44.19,0
2018,5.55,4.52,76.31,1.68
2018,5.22,3.97,70.12,0
2018,8.17,3.42,50.5,0
2018,12.97,3.97,45.69,0
2018,14.8,3.97,38.38,0
2018,15.05,4.7,44.88,0
2018,12.69,5,56.5,0
2018,14.03,4.82,48.69,0
2018,16.19,4.7,41.44,0
2018,16.31,5.19,44.62,0
2018,16.53,5,43.25,0
2018,15.24,5.13,48.31,0
2018,14.82,5.13,48.94,0
2018,15.85,3.3,29.88,0
2018,16.48,3.91,33.88,0
2018,14.46,5.25,50.31,0
2018,10.97,6.65,76.06,0
2018,10.92,2.2,29.88,0
2018,6,4.82,78.12,0.06
2018,7.04,3.6,58.44,0.01
2018,9.04,3.66,49.75,0.07
2018,9.14,3.3,48.06,0
2018,9.5,2.14,31.06,0
2018,12.38,2.2,25.56,0
2018,9.53,3.91,50.88,0
2018,1.01,3.11,71.62,0.23
2018,2.38,2.01,46.19,0
2018,4.01,1.71,32.88,0
2018,4.37,2.75,51.31,0.24
2018,1.75,3.05,68.44,0.33
2018,3.26,2.01,43.62,0
2018,6.4,2.81,48.69,0
2018,6.23,3.48,59.88,4.48
2018,2.19,3.85,81.62,0.87
2018,4.44,3.3,64.06,0
2018,7.57,4.52,67.5,1.26
2018,8.3,6.16,85.31,6.73
2018,4.91,4.94,86.81,5.29
2018,4.38,3.66,69.19,0.03
2018,9.27,2.5,37.38,0
2018,11.26,2.26,29.69,0
2018,13.74,2.69,27.06,0
2018,13.48,3.78,37.44,0
2018,13.19,6.47,65.12,0
2018,11.87,6.16,68.5,6.43
2018,14.08,6.77,66.75,0.05
2018,16.12,6.84,60.19,0.23
2018,15.81,8.24,70.5,3.38
2018,9.43,6.1,79,4.69
2018,7.56,4.39,68,1.58
2018,7.8,5.19,76.19,3.34
2018,5.94,4.27,72.19,1.08
2018,6.98,3.78,63.06,0.01
2018,10.95,2.93,38.62,0
2018,11.19,4.15,48.06,1.91
2018,13.33,8.67,83.81,23.37
2018,13.46,8.85,85.88,13.04
2018,9.13,5.43,72.88,0.51
2018,7.09,4.7,73.62,0.01
2018,6.32,4.33,71.56,0.03
2018,6.78,3.85,64.5,0
2018,10.6,3.91,51.12,0
2018,14.35,5,50.62,0
2018,17.02,6.04,50.88,0
2018,18.76,5.86,45.88,0
2018,17.48,6.23,48.19,0
2018,15.95,6.29,57.12,0
2018,12.01,7.26,78.81,0
2018,15.9,6.84,63.19,0
2018,15.74,6.35,56.06,0
2018,15.56,5.8,52.31,0
2018,14.89,8.18,73.56,0.34
2018,14.32,8.67,78.5,4.97
2018,11.9,5.37,63.94,0
2018,19.74,4.64,37.56,0
2018,20.76,5,36.31,0
2018,14.19,6.23,62.38,0.02
2018,8.21,4.33,63.25,0.84
2018,11.22,4.03,53.12,0
2018,17.26,3.72,33.31,0
2018,15.68,4.76,44.31,0.01
2018,8.24,4.94,70,2.23
2018,8.83,4.33,63.69,0.23
2018,12.44,3.6,45.5,0
2018,7.88,4.7,70.19,0.13
2018,12.87,5.07,55.81,0
2018,18.86,4.52,37.5,0
2018,21.16,5.43,34.94,0
2018,20.94,5.68,38.81,0
2018,22.23,5.37,33.94,0
2018,22.33,5.8,37.38,0
2018,18.95,6.59,49.94,0
2018,13.62,5.55,58.19,0
2018,13.29,4.94,54.69,0
2018,10.88,5.98,72.19,0
2018,12.06,5.92,66.06,0
2018,9.67,6.16,76.5,1.18
2018,12.95,6.16,65.81,0.04
2018,17.17,5.68,49.19,0
2018,22.38,5.31,34.62,0
2018,23.65,4.82,28.94,0
2018,19.33,5.37,38.5,0
2018,19.69,5.8,40.25,0
2018,21.58,6.29,40.25,0
2018,21,6.59,43.25,0
2018,18.14,6.23,47.75,0
2018,16.53,6.84,56.69,0.03
2018,15.03,5.74,54.94,0.01
2018,15.23,6.47,59.56,0
2018,17.53,6.77,56.38,0
2018,17.65,6.59,53.81,0
2018,14.66,5.68,55.88,0
2018,15.05,5.43,51.81,0
2018,16.95,7.51,62.44,0
2018,17.44,7.87,62.25,0.01
2018,15.91,6.16,53.5,0
2018,15.4,6.47,56.88,0.03
2018,18.29,7.26,55.75,0
2018,19.41,7.69,54.19,0
2018,20.24,6.71,49.75,0
2018,14.76,6.59,61.25,0.03
2018,14.12,6.9,66.94,0.14
2018,17.96,7.26,57.69,0
2018,22.62,6.65,39.94,0
2018,26.24,6.29,30.94,0
2018,20.9,7.51,47.12,0
2018,15.31,4.64,44.5,0
2018,18.74,4.94,40.75,0
2018,25.45,4.03,22.06,0
2018,27.08,4.7,21.69,0
2018,26.12,4.46,20.75,0
2018,21.94,4.39,26.12,0
2018,20.41,5.25,35,0
2018,18.53,5.49,42.62,0
2018,21.84,4.46,28.19,0
2018,20.62,5.8,37.5,0
2018,18.21,4.09,33.5,0
2018,23.52,4.76,27.69,0
2018,27.62,5.62,25.06,0
2018,27.59,4.94,21.44,0
2018,27.26,4.76,21.62,0
2018,25.93,4.33,21.31,0
2018,21.5,5.49,34.5,0
2018,17.4,6.41,51.88,0.03
2018,18.48,6.47,49.81,0
2018,24.46,6.04,34.5,0
2018,27.73,5.43,26,0
2018,25.85,4.33,21.44,0
2018,27.55,3.05,13.25,0
2018,27.08,4.21,18.88,0
2018,28.91,7.02,33.31,0
2018,25.38,6.96,35.19,0
2018,26.14,5.92,28.12,0
2018,25.08,3.3,17.44,0
2018,22.34,4.64,28.25,0
2018,21.59,7.26,44.5,0
2018,28.22,5.68,27.12,0
2018,28.23,7.08,32.38,0
2018,25.81,7.51,37,0
2018,25,7.2,36.75,0
2018,26.7,6.1,32.31,0
2018,27,5.13,24.81,0
2018,30.13,5,19.88,0
2018,31.16,5.98,21.19,0
2018,30.51,4.21,14.88,0
2018,29.54,3.6,13.12,0
2018,29.62,6.29,22.44,0
2018,28.39,7.63,29.44,0.03
2018,29.64,8,29.56,0.14
2018,29.4,8.67,32.5,0.02
2018,29.4,8.54,32.44,0.05
2018,29.21,8.54,33.56,0.01
2018,28.73,6.1,24.56,0.02
2018,29.4,6.77,26.12,0
2018,29.35,6.47,25.06,0
2018,31.5,7.45,25.81,0.01
2018,30.87,10.01,35.81,0.04
2018,28.03,10.68,43.38,0
2018,28.14,9.09,37.19,0.01
2018,30.1,9.95,36.38,0.02
2018,31.35,8.36,28.5,0
2018,31.1,6.04,20.94,0
2018,31.45,6.23,21.12,0
2018,30.72,5.8,20,0
2018,30.54,4.21,15.31,0
2018,29.6,4.46,16.75,0
2018,31.05,5.98,19.56,0
2018,31.43,5.55,19.25,0
2018,31.08,5.43,19.12,0.01
2018,28.97,7.02,25.81,0
2018,29.08,4.09,17.19,0.01
2018,27.09,3.6,15.69,0
2018,26.49,3.97,18.75,0
2018,26.08,4.27,20.56,0
2018,27.87,4.39,19.56,0
2018,28.74,3.91,16.62,0
2018,29.83,4.33,17.06,0
2018,29.08,5.07,20.62,0
2018,27.43,5.86,26.5,0
2018,27,4.82,23.12,0
2018,27.27,5,21.62,0
2018,26.55,4.21,19.94,0
2018,26.35,5.68,26.62,0
2018,27.26,6.65,29.25,0
2018,28.23,7.75,32.19,0.03
2018,28.62,7.26,29.94,0
2018,27.88,5.62,24.94,0
2018,27.6,4.7,20.88,0
2018,25.89,4.88,23.25,0
2018,25.7,5.31,26.44,0
2018,24.76,4.21,22.31,0
2018,22.22,5.68,33.5,0
2018,23.31,5.07,28.69,0
2018,22.25,4.88,30.06,0
2018,21.31,5.13,33.12,0
2018,20.96,7.14,45.69,0
2018,22.22,6.53,38.75,0
2018,20.96,5.43,35.94,0
2018,21.11,6.84,42.88,0
2018,21.96,7.32,43.31,0
2018,25.77,6.1,32.31,0
2018,26.91,7.02,33.12,0
2018,28.33,7.93,33.25,0.12
2018,28.55,8.73,36.62,0.08
2018,28.39,7.14,30.62,0
2018,28.91,6.1,25.38,0
2018,27.62,4.88,21.06,0
2018,26.02,4.03,19.12,0
2018,24.28,3.85,21.06,0
2018,23.25,4.39,24.31,0
2018,21.3,3.54,22.38,0
2018,19.7,3.85,28.12,0
2018,22.22,3.91,25.31,0
2018,20.3,3.91,26.5,0
2018,20.71,3.72,25.81,0
2018,20.37,3.54,24.31,0
2018,19.76,4.46,30.81,0
2018,20.38,4.33,28.12,0
2018,25.02,3.05,17,0
2018,25.86,2.93,14.94,0
2018,25.94,4.21,20,0
2018,24.64,4.21,20.88,0
2018,21.48,3.97,24.62,0
2018,24.76,3.72,19.56,0
2018,27.46,2.99,13.88,0
2018,27.91,2.87,12.69,0
2018,26.51,5,24,0
2018,19.05,5.98,42.12,0
2018,20.38,4.39,31.5,0
2018,23.61,6.29,32.31,0
2018,23.87,8.06,41.06,0.15
2018,20.27,8.97,58.44,0.7
2018,17.48,8.85,68.25,0.11
2018,17.44,8.06,62.94,0.01
2018,15.59,6.96,60.75,0.04
2018,15.49,5.25,47.88,0.04
2018,16.65,3.66,31.81,0
2018,17.36,4.7,38,0
2018,16.58,6.96,60.62,0
2018,15.36,6.71,60.31,0
2018,18.61,5.25,41.75,0.02
2018,17.32,5.62,44.06,0
2018,17.85,3.97,34.12,0
2018,17.27,1.04,8.75,0
2018,18.3,2.08,15.31,0
2018,17.83,2.01,15.81,0
2018,19.18,2.75,19.44,0
2018,20.69,2.93,19.75,0
2018,20.29,3.17,21.19,0
2018,20.44,4.58,29,0
2018,19.66,4.64,32.62,0
2018,19.67,4.27,28.62,0
2018,17.74,4.58,35.69,0
2018,18.07,5.8,46.06,0
2018,21.98,4.21,28.25,0
2018,21.3,4.09,25.69,0
2018,18.77,5.8,41.88,0
2018,14.25,5.92,58,0
2018,11.84,4.39,50.75,0
2018,15.01,1.89,18.62,0
2018,17.63,2.38,18.31,0
2018,18.09,4.88,37.88,0
2018,17.79,5.43,43.19,0
2018,18.72,4.39,32.38,0
2018,15.26,4.7,42.38,0
2018,15.12,4.27,39.75,0
2018,13.65,3.48,34.81,0
2018,13.58,1.83,20.12,0
2018,14.51,0.85,8.75,0
2018,13.01,1.1,11,0
2018,12.5,1.1,12.31,0
2018,12.39,0.85,9.88,0
2018,12.92,1.16,12.56,0
2018,15.29,1.53,13.94,0
2018,15.46,1.95,17.25,0
2018,16.01,1.95,16.69,0
2018,14.74,2.14,19.88,0
2018,14.36,2.62,25.69,0
2018,13.58,1.71,18.25,0
2018,14.58,1.28,11.69,0
2018,13.61,3.48,34.94,5.17
2018,10.48,6.96,84,1.36
2018,9.68,6.9,86.19,0.22
2018,11,8.18,92.62,0.35
2018,11.59,3.85,45.88,0.05
2018,13.03,2.69,27.94,0
2018,13.16,3.36,34.62,0
2018,10.66,6.84,77.31,3.81
2018,10.4,7.32,86.75,17.9
2018,7.55,6.41,90.94,1.24
2018,6.97,5.68,85.62,2.77
2018,4.91,4.82,84.31,0.16
2018,7.41,3.3,53,0
2018,9.47,2.38,30.94,0.12
2018,9.02,3.11,41.31,1.92
2018,5.97,4.52,72.31,6.98
2018,8.54,5.07,71.44,0.04
2018,10.01,4.88,63.44,0
2018,9.05,4.52,59.25,0
2018,9.05,4.46,59.69,0
2018,7.19,4.21,66.31,0
2018,6.52,4.7,76.25,0
2018,10.48,2.69,35.19,0
2018,10.58,2.38,28.88,0
2018,10.19,2.75,35.38,0
2018,12.16,3.72,42.12,0.04
2018,9.34,6.16,78,1.05
2018,7.83,5.86,84.62,0.01
2018,11.28,4.64,57.81,0
2018,13.11,4.39,44.81,0
2018,11.72,5.25,58.62,0
2018,11.18,5.07,63.06,0
2018,9.52,4.94,64.81,0
2018,8.63,6.04,82.12,2.38
2018,6.79,5.92,89.25,1.33
2018,5.89,4.52,74.69,0.01
2018,2.16,4.09,85.12,0
2018,2.89,2.69,58.62,0
2018,4.81,2.38,45.94,0
2018,4.04,3.48,64.94,0
2018,4.36,3.3,61.25,0
2019,2.41,1.95,43.81,0
2019,5.87,2.62,44.69,0
2019,6.62,3.3,54.19,0
2019,7.94,2.93,44.56,0
2019,7.43,4.33,62.12,5.28
2019,6.6,5.25,83.31,1.97
2019,9.16,6.71,87.44,1.17
2019,10.87,5.43,63.62,0.01
2019,11.01,5.86,68.81,3.43
2019,9.41,5.13,69.31,0.04
2019,10.3,4.21,51.31,0
2019,7.06,4.33,65.06,4.21
2019,7.78,3.48,52.88,0.01
2019,6.63,4.15,63.56,2.72
2019,7.26,5.31,77.75,1.71
2019,10.44,6.96,83.44,7.93
2019,11.11,8.06,90.94,15.99
2019,9.33,6.1,80.44,0.23
2019,11.85,6.1,70.19,0
2019,11.69,6.47,71.44,1.02
2019,4.26,5,89.75,0.94
2019,6.94,3.3,57.56,0.01
2019,8.44,3.23,46,0
2019,10.83,4.09,50.44,0
2019,10.33,4.09,51.5,0
2019,13.96,4.09,41.62,0
2019,13.8,4.52,45.19,0
2019,12.9,5.49,55.44,0
2019,12.8,5.74,59.25,0
2019,12.13,5.68,64.81,0.43
2019,9.92,5.98,73.75,10.82
2019,9.86,6.04,75.06,1.7
2019,9.1,6.29,80.94,11.77
2019,8.3,6.41,87.88,5.55
2019,6.73,5.74,87.12,7.46
2019,2.58,4.33,87.69,1.92
2019,1.26,3.23,75.44,0.01
2019,3.08,2.44,52.25,0
2019,5.22,3.17,54.25,1.29
2019,5.03,5,87.06,3.17
2019,1.93,4.52,93,5.56
2019,3.15,3.05,65.69,0.01
2019,7.09,2.32,35.69,0
2019,8.9,5.37,69.62,1.58
2019,10.01,7.2,86.19,8.56
2019,5.87,5.55,89.94,5.08
2019,4.16,4.76,88.06,0.95
2019,2.73,4.46,90.44,2.5
2019,1.92,3.66,80.38,0.15
2019,2.42,3.05,67.75,0
